Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_AQI,NO2_AQI,NOx_AQI,C6H6_AQI,Overall_AQI
25/05/2004,20.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
25/05/2004,21.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
25/05/2004,22.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
25/05/2004,23.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,00.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,01.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,02.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,03.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,04.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,05.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,06.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,07.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,08.00.00,2.152749544,1099.833166,218.8118162,10.08310533,939.1533756,246.8967349,835.4936047,113.0912508,1456.264598,1022.906128,18.31782894,49.23420087,1.025530275,24,103,106,,106
26/05/2004,09.00.00,4,1303,218.8118162,40.2,1776,246.8967349,946,113.0912508,1467,1608,20.4,35.7,0.844,45,103,106,,106
26/05/2004,10.00.00,2.2,1137,218.8118162,14.9,1146,188,1144,136,1392,1327,26.1,23.8,0.7938,25,108,94,,108
26/05/2004,11.00.00,1.8,1139,218.8118162,13.8,1109,159,1118,135,1436,1292,28.8,21.1,0.8193,20,107,80,,107
26/05/2004,12.00.00,1.6,1099,218.8118162,12.3,1059,146,1156,115,1416,1114,29.6,19.4,0.7897,18,104,73,,104
26/05/2004,13.00.00,1.8,1088,218.8118162,14,1116,127,1128,112,1449,1060,31.6,16.4,0.7489,20,103,64,,103
26/05/2004,14.00.00,1.6,1027,218.8118162,11.8,1041,128,1237,112,1345,915,32.3,13.3,0.6303,18,103,64,,103
26/05/2004,15.00.00,1.6,1014,218.8118162,12,1049,120,1200,109,1366,893,31.8,13.5,0.6249,18,103,60,,103
26/05/2004,16.00.00,1.3,969,218.8118162,9.7,968,115,1276,112,1325,768,31.8,13.8,0.6394,15,103,58,,103
26/05/2004,17.00.00,2.152749544,1120,218.8118162,18,1238,246.8967349,1023,113.0912508,1591,1126,31,15.9,0.7039,24,103,106,,106
26/05/2004,18.00.00,2.152749544,1131,218.8118162,22.6,1368,246.8967349,933,113.0912508,1707,1284,28.6,18.7,0.7216,24,103,106,,106
26/05/2004,19.00.00,2.152749544,1130,218.8118162,22.7,1368,246.8967349,933,113.0912508,1709,1269,26.7,19.5,0.6754,24,103,106,,106
26/05/2004,20.00.00,2.152749544,1123,218.8118162,20.3,1304,246.8967349,939,113.0912508,1720,1290,25,24.4,0.7616,24,103,106,,106
26/05/2004,21.00.00,2.152749544,1069,218.8118162,13.1,1086,246.8967349,1064,113.0912508,1536,1119,22.8,28.4,0.7804,24,103,106,,106
26/05/2004,22.00.00,2.152749544,1021,218.8118162,10.9,1010,246.8967349,1116,113.0912508,1480,1027,21.7,29.2,0.7458,24,103,106,,106
26/05/2004,23.00.00,2.152749544,1101,218.8118162,13.3,1093,246.8967349,1012,113.0912508,1564,1155,21.1,30.9,0.7617,24,103,106,,106
27/05/2004,00.00.00,2.152749544,1026,218.8118162,9.5,960,246.8967349,1072,113.0912508,1471,1078,19.9,36.3,0.8349,24,103,106,,106
27/05/2004,01.00.00,2.152749544,949,218.8118162,6.6,841,246.8967349,1155,113.0912508,1393,954,18.6,39.3,0.8355,24,103,106,122,122
27/05/2004,02.00.00,2.152749544,846,218.8118162,3.6,687,246.8967349,1295,113.0912508,1288,726,18.6,38.8,0.8228,24,103,106,89,106
27/05/2004,03.00.00,2.152749544,811,218.8118162,2.3,606,246.8967349,1417,113.0912508,1248,656,19,38.9,0.8468,24,103,106,70,106
27/05/2004,04.00.00,2.152749544,803,218.8118162,2,586,246.8967349,1442,113.0912508,1232,573,18,40.9,0.8394,24,103,106,66,106
27/05/2004,05.00.00,2.152749544,882,218.8118162,4.1,715,246.8967349,1246,113.0912508,1367,780,15.5,48.6,0.8505,24,103,106,96,106
27/05/2004,06.00.00,2.152749544,963,218.8118162,6.5,836,246.8967349,1085,113.0912508,1429,920,16,47.9,0.8659,24,103,106,121,121
27/05/2004,07.00.00,2.152749544,1413,218.8118162,24.8,1424,246.8967349,739,113.0912508,2102,1544,17,46,0.883,24,103,106,,106
27/05/2004,08.00.00,2.152749544,1485,218.8118162,34.4,1650,246.8967349,632,113.0912508,2337,1789,19,41.6,0.9039,24,103,106,,106
27/05/2004,09.00.00,2.152749544,1354,218.8118162,24.5,1418,246.8967349,749,113.0912508,2043,1629,21.8,35,0.9002,24,103,106,,106
27/05/2004,10.00.00,2.152749544,1074,218.8118162,9,939,246.8967349,1071,113.0912508,1513,997,25.6,28,0.9088,24,103,106,146,146
27/05/2004,11.00.00,2.152749544,1022,218.8118162,8.4,914,246.8967349,1132,113.0912508,1446,847,26.4,23.1,0.7853,24,103,106,140,140
27/05/2004,12.00.00,2.152749544,1100,218.8118162,11.5,1034,246.8967349,995,113.0912508,1586,958,27.1,24.2,0.856,24,103,106,,106
27/05/2004,13.00.00,2.152749544,1073,218.8118162,12.1,1052,246.8967349,1009,113.0912508,1574,854,27.5,20.9,0.7565,24,103,106,,106
27/05/2004,14.00.00,2.152749544,1049,218.8118162,10.1,983,246.8967349,1071,113.0912508,1515,782,29.5,19.7,0.8015,24,103,106,,106
27/05/2004,15.00.00,2.152749544,1086,218.8118162,11.9,1048,246.8967349,1016,113.0912508,1580,888,30.6,18.6,0.8014,24,103,106,,106
27/05/2004,16.00.00,2.152749544,1059,218.8118162,11.3,1027,246.8967349,1066,113.0912508,1521,764,31.3,15.8,0.7106,24,103,106,,106
27/05/2004,17.00.00,2.152749544,1244,218.8118162,20.2,1301,246.8967349,842,113.0912508,1801,1170,29.4,21,0.8452,24,103,106,,106
27/05/2004,18.00.00,2.152749544,1320,218.8118162,24.8,1423,246.8967349,767,113.0912508,1986,1385,27,23.5,0.8256,24,103,106,,106
27/05/2004,19.00.00,2.152749544,1236,218.8118162,20.3,1304,246.8967349,822,113.0912508,1868,1237,25.8,26.7,0.8758,24,103,106,,106
27/05/2004,20.00.00,2.152749544,1136,218.8118162,16.2,1187,246.8967349,904,113.0912508,1735,1127,23.7,28.4,0.8225,24,103,106,,106
27/05/2004,21.00.00,2.152749544,1110,218.8118162,13.3,1093,246.8967349,961,113.0912508,1661,1091,21.3,33,0.8284,24,103,106,,106
27/05/2004,22.00.00,2.152749544,1026,218.8118162,10.3,990,246.8967349,1032,113.0912508,1553,972,20.5,35.3,0.8435,24,103,106,,106
27/05/2004,23.00.00,2.152749544,1038,218.8118162,9.6,961,246.8967349,1026,113.0912508,1530,949,19.4,38.1,0.8511,24,103,106,,106
28/05/2004,00.00.00,2.152749544,975,218.8118162,7.8,892,246.8967349,1015,113.0912508,1480,890,19.4,40.7,0.9045,24,103,106,134,134
28/05/2004,01.00.00,2.152749544,908,218.8118162,6.1,814,246.8967349,1089,113.0912508,1403,763,17.8,44.9,0.903,24,103,106,117,117
28/05/2004,02.00.00,2.152749544,896,218.8118162,6.2,820,246.8967349,1074,113.0912508,1439,833,16.6,49.7,0.9295,24,103,106,118,118
28/05/2004,03.00.00,2.152749544,810,218.8118162,3.8,697,246.8967349,1221,113.0912508,1321,675,16.5,48.6,0.9028,24,103,106,91,106
28/05/2004,04.00.00,2.152749544,789,218.8118162,2.8,638,246.8967349,1305,113.0912508,1309,672,15.2,53.6,0.919,24,103,106,77,106
28/05/2004,05.00.00,2.152749544,814,218.8118162,3.4,678,246.8967349,1276,113.0912508,1339,626,15.5,51.7,0.9019,24,103,106,86,106
28/05/2004,06.00.00,2.152749544,958,218.8118162,8.2,907,246.8967349,992,113.0912508,1536,882,14.9,54.8,0.9247,24,103,106,138,138
28/05/2004,07.00.00,2.152749544,1213,218.8118162,19.2,1274,246.8967349,762,113.0912508,1914,1264,16.3,51.3,0.9416,24,103,106,,106
28/05/2004,08.00.00,2.152749544,1221,218.8118162,22.6,1367,246.8967349,722,113.0912508,2008,1330,18.4,45.7,0.9559,24,103,106,,106
28/05/2004,09.00.00,2.152749544,1245,218.8118162,19.4,1281,246.8967349,774,113.0912508,1952,1324,20.8,43.6,1.0614,24,103,106,,106
28/05/2004,10.00.00,2.152749544,1050,218.8118162,9.6,963,246.8967349,998,113.0912508,1609,901,24.3,35.1,1.0477,24,103,106,,106
28/05/2004,11.00.00,2.152749544,1048,218.8118162,9.8,969,246.8967349,1012,113.0912508,1600,852,26.4,29.3,0.9889,24,103,106,,106
28/05/2004,12.00.00,2.152749544,1141,218.8118162,14.4,1128,246.8967349,902,113.0912508,1738,1009,28.3,25,0.9495,24,103,106,,106
28/05/2004,13.00.00,2.152749544,1052,218.8118162,12.1,1053,246.8967349,949,113.0912508,1641,831,28.9,23.7,0.9285,24,103,106,,106
28/05/2004,14.00.00,2.152749544,1152,218.8118162,13.5,1099,246.8967349,908,113.0912508,1706,954,28.5,25.8,0.9931,24,103,106,,106
28/05/2004,15.00.00,1.7,1026,218.8118162,12.3,1061,133,982,115,1564,814,29.6,18.9,0.7692,19,104,67,,104
28/05/2004,16.00.00,1.7,1039,218.8118162,12.2,1055,131,966,117,1590,845,28,23.2,0.8613,19,104,66,,104
28/05/2004,17.00.00,2.1,1148,218.8118162,12.5,1067,133,887,105,1790,956,23.6,41,1.1786,24,102,67,,102
28/05/2004,18.00.00,2.2,1176,218.8118162,13.9,1114,141,843,114,1805,1102,21.5,48.1,1.2148,25,103,71,,103
28/05/2004,19.00.00,1.8,1100,218.8118162,11.4,1028,112,900,103,1710,994,22.1,44.1,1.1573,20,101,56,,101
28/05/2004,20.00.00,1.8,1081,218.8118162,10.4,992,147,959,119,1680,935,20.2,47.2,1.1043,20,104,74,,104
28/05/2004,21.00.00,0.9,976,218.8118162,7,858,104,1070,102,1547,839,20,47.6,1.103,10,101,52,126,126
28/05/2004,22.00.00,1,979,218.8118162,7,857,97,1082,96,1546,797,19.8,46.8,1.0697,11,96,48,126,126
28/05/2004,23.00.00,2,1092,218.8118162,11.3,1024,128,937,109,1706,968,19.6,47,1.0606,23,103,64,,103
29/05/2004,00.00.00,1.8,1044,218.8118162,9.2,946,138,1009,119,1594,886,19.3,46.3,1.0279,20,104,69,148,148
29/05/2004,01.00.00,1.1,940,218.8118162,6.8,849,93,1091,103,1509,764,18.5,48.7,1.0286,12,101,46,124,124
29/05/2004,02.00.00,0.6,892,218.8118162,5.1,767,71,1180,84,1466,657,18,51.4,1.0504,7,83,36,107,107
29/05/2004,03.00.00,0.3,838,218.8118162,3.4,675,246.8967349,1302,113.0912508,1390,540,17.9,50.8,1.0355,3,103,106,86,106
29/05/2004,04.00.00,2.152749544,853,218.8118162,4.3,727,44,1179,59,1417,621,17.7,51.9,1.0379,24,56,22,99,99
29/05/2004,05.00.00,2.152749544,738,218.8118162,1.5,545,18,1562,29,1266,450,17.7,49.7,0.997,24,27,9,59,59
29/05/2004,06.00.00,0.1,762,218.8118162,2,581,41,1588,45,1277,434,17.9,46.1,0.9383,1,42,20,66,66
29/05/2004,07.00.00,0.5,841,218.8118162,4,713,84,1293,80,1356,559,18.4,43.9,0.9192,6,79,42,94,94
29/05/2004,08.00.00,0.6,843,218.8118162,4,712,77,1303,77,1343,548,18.9,42.1,0.9081,7,76,38,94,94
29/05/2004,09.00.00,0.5,841,218.8118162,4,713,73,1326,68,1330,525,19.2,39.7,0.8728,6,66,36,94,94
29/05/2004,10.00.00,0.7,862,218.8118162,4.2,721,72,1329,66,1335,522,20.8,36.6,0.8878,8,64,36,97,97
29/05/2004,11.00.00,0.7,869,218.8118162,4.5,740,77,1296,70,1366,535,21.3,35.8,0.8975,8,68,38,101,101
29/05/2004,12.00.00,0.9,894,218.8118162,6,810,82,1204,74,1421,585,21.8,34.9,0.9004,10,72,41,116,116
29/05/2004,13.00.00,0.7,844,218.8118162,4.8,755,67,1284,64,1350,521,22.8,31.4,0.8615,8,62,34,104,104
29/05/2004,14.00.00,0.4,823,218.8118162,3.8,699,59,1382,60,1311,493,22.9,31.3,0.862,5,57,30,91,91
29/05/2004,15.00.00,0.5,843,218.8118162,4.2,719,61,1353,63,1330,501,22.9,30.7,0.8461,6,61,30,97,97
29/05/2004,16.00.00,0.6,865,218.8118162,5.1,767,76,1279,75,1369,559,23.8,29.2,0.8499,7,73,38,107,107
29/05/2004,17.00.00,0.6,873,218.8118162,5.6,792,73,1247,79,1397,589,23.2,30.2,0.8442,7,78,36,112,112
29/05/2004,18.00.00,0.8,899,218.8118162,5.8,803,87,1221,83,1426,596,22.4,31.3,0.8365,9,82,44,114,114
29/05/2004,19.00.00,1,921,218.8118162,7,856,98,1163,93,1437,681,21.7,32.2,0.825,11,93,49,126,126
29/05/2004,20.00.00,1.2,937,218.8118162,7.9,893,123,1106,112,1463,783,20.8,33.2,0.8061,14,103,62,135,135
29/05/2004,21.00.00,1,901,218.8118162,6.5,834,102,1177,103,1408,738,20.1,35,0.8149,11,101,51,121,121
29/05/2004,22.00.00,1.3,955,218.8118162,8.5,918,102,1056,93,1511,762,19.5,36.9,0.8258,15,93,51,141,141
29/05/2004,23.00.00,2.7,1065,218.8118162,13.7,1106,142,897,112,1707,929,19,38.2,0.8327,31,103,71,,103
30/05/2004,00.00.00,2.7,1035,218.8118162,13.8,1110,148,907,125,1652,1044,18.5,39.4,0.832,31,106,74,,106
30/05/2004,01.00.00,1.6,956,218.8118162,9.1,945,107,1030,107,1509,892,17.8,41.7,0.844,18,102,54,147,147
30/05/2004,02.00.00,0.6,869,218.8118162,6.5,835,61,1078,76,1437,807,19.2,42,0.9248,7,74,30,121,121
30/05/2004,03.00.00,0.3,831,218.8118162,6.2,822,246.8967349,1085,113.0912508,1418,710,17.8,44.8,0.9048,3,103,106,118,118
30/05/2004,04.00.00,2.152749544,815,218.8118162,5.2,774,43,1113,55,1374,712,17,47.7,0.9185,24,52,22,108,108
30/05/2004,05.00.00,0.1,781,218.8118162,3.1,661,25,1271,37,1299,568,17.2,47.2,0.9178,1,35,12,82,82
30/05/2004,06.00.00,0.1,781,218.8118162,2.9,645,32,1295,45,1320,575,17.3,47.6,0.9295,1,42,16,79,79
30/05/2004,07.00.00,0.2,828,218.8118162,3.6,690,48,1263,61,1353,658,18.6,44.2,0.9385,2,58,24,89,89
30/05/2004,08.00.00,0.3,803,218.8118162,2.7,635,60,1417,67,1272,537,20.2,37.8,0.8837,3,65,30,76,76
30/05/2004,09.00.00,0.3,811,218.8118162,3,653,52,1411,60,1269,486,22,31.9,0.8335,3,57,26,80,80
30/05/2004,10.00.00,0.4,844,218.8118162,3.7,696,58,1353,64,1292,507,25.5,25.9,0.8339,5,62,29,90,90
30/05/2004,11.00.00,0.3,833,218.8118162,3.8,697,54,1361,64,1294,496,27.5,22.8,0.8249,3,62,27,91,91
30/05/2004,12.00.00,0.3,832,218.8118162,4.2,719,52,1318,59,1299,502,28.7,20.7,0.8024,3,56,26,97,97
30/05/2004,13.00.00,0.1,771,218.8118162,2.6,626,34,1502,41,1210,430,29.1,19.6,0.7771,1,39,17,74,74
30/05/2004,14.00.00,0.1,783,218.8118162,2.8,637,41,1498,46,1215,439,29.8,18.4,0.7595,1,43,20,77,77
30/05/2004,15.00.00,0.2,815,218.8118162,4.2,723,41,1378,46,1256,471,32,15,0.7028,2,43,20,97,97
30/05/2004,16.00.00,0.6,912,218.8118162,6.2,819,65,1224,77,1368,589,30.3,17,0.7232,7,76,32,118,118
30/05/2004,17.00.00,0.5,894,218.8118162,5.2,774,65,1239,83,1339,598,31.7,16.2,0.745,6,82,32,108,108
30/05/2004,18.00.00,0.9,963,218.8118162,7.7,885,84,1102,90,1447,695,29.2,19.6,0.7817,10,89,42,133,133
30/05/2004,19.00.00,1.1,990,218.8118162,8.8,930,89,1045,95,1506,739,27.4,23.8,0.858,12,95,44,144,144
30/05/2004,20.00.00,1.3,1025,218.8118162,10.1,980,114,986,113,1591,891,25,26.9,0.8408,15,103,57,,103
30/05/2004,21.00.00,1.5,997,218.8118162,9.8,971,127,993,128,1573,930,23.6,30.1,0.8663,17,106,64,,106
30/05/2004,22.00.00,1.2,976,218.8118162,8.4,916,117,1044,117,1515,880,22.3,33.6,0.8913,14,104,59,140,140
30/05/2004,23.00.00,0.4,878,218.8118162,5.4,784,46,1181,64,1407,610,21.4,36.9,0.9271,5,62,23,110,110
31/05/2004,00.00.00,0.2,836,218.8118162,4.3,728,16,1213,28,1353,518,20.6,39.9,0.9597,2,26,8,99,99
31/05/2004,01.00.00,0.3,855,218.8118162,4.8,751,27,1107,46,1418,664,19.7,43.2,0.9812,3,43,14,104,104
31/05/2004,02.00.00,2.152749544,759,218.8118162,2.1,588,4,1323,8,1286,515,19.7,42.4,0.9636,24,8,2,67,67
31/05/2004,03.00.00,2.152749544,738,218.8118162,1.4,539,246.8967349,1421,113.0912508,1257,477,18.9,45,0.9703,24,103,106,57,106
31/05/2004,04.00.00,2.152749544,736,218.8118162,1.3,528,19,1451,32,1254,477,18.7,45.4,0.9694,24,30,10,56,56
31/05/2004,05.00.00,2.152749544,765,218.8118162,2.3,609,48,1304,57,1319,581,16.4,52.4,0.9709,24,54,24,70,70
31/05/2004,06.00.00,0.5,909,218.8118162,6.5,834,82,1031,60,1527,763,16.6,52.1,0.9785,6,57,41,121,121
31/05/2004,07.00.00,1.6,1108,218.8118162,14.2,1123,167,804,83,1801,1111,17.4,50.9,1.0017,18,82,84,,84
31/05/2004,08.00.00,3.6,1252,218.8118162,22.7,1369,248,681,129,2120,1390,19.3,46,1.0185,41,106,106,,106
31/05/2004,09.00.00,2.2,1175,218.8118162,16.3,1188,213,790,137,1901,1251,20.9,43.6,1.0683,25,108,102,,108
31/05/2004,10.00.00,1.6,1111,218.8118162,14.1,1120,161,839,121,1790,1141,25.6,33.3,1.0773,18,105,81,,105
31/05/2004,11.00.00,1.4,1044,218.8118162,12.6,1069,144,889,123,1683,942,28.9,26,1.0188,16,105,72,,105
31/05/2004,12.00.00,1.4,1018,218.8118162,13.1,1088,127,909,120,1677,795,30.3,22.8,0.9695,16,105,64,,105
31/05/2004,13.00.00,1.5,1060,218.8118162,14.2,1122,116,863,119,1721,836,30.9,24.4,1.0724,17,104,58,,104
31/05/2004,14.00.00,1.3,1071,218.8118162,13.8,1110,124,864,121,1733,847,30.5,26.2,1.1278,15,105,62,,105
31/05/2004,15.00.00,1.2,1006,218.8118162,12.1,1054,115,921,111,1636,769,30.7,23.4,1.015,14,103,58,,103
31/05/2004,16.00.00,1.8,1104,218.8118162,15.7,1171,150,827,128,1803,968,28.1,29.8,1.1132,20,106,75,,106
31/05/2004,17.00.00,3,1196,218.8118162,21.4,1336,221,739,159,1971,1157,26.9,32.2,1.1267,34,112,103,,112
31/05/2004,18.00.00,3.5,1243,218.8118162,25,1429,227,687,161,2093,1367,26,34.6,1.1485,40,112,104,,112
31/05/2004,19.00.00,2.4,1124,218.8118162,16.6,1199,156,794,116,1858,1101,24.5,37.7,1.1454,27,104,78,,104
31/05/2004,20.00.00,1.1,1020,218.8118162,10.7,1003,97,904,96,1716,916,21.7,46.9,1.2044,12,96,48,,96
31/05/2004,21.00.00,0.8,1035,218.8118162,7.5,878,78,977,69,1694,825,19.3,68.8,1.519,9,67,39,131,131
31/05/2004,22.00.00,0.4,986,218.8118162,5.3,781,60,1063,58,1633,693,17.6,81.6,1.6296,5,55,30,109,109
31/05/2004,23.00.00,0.6,1017,218.8118162,6.5,834,61,986,59,1676,734,17.8,80.3,1.6212,7,56,30,121,121
1/6/2004,00.00.00,0.3,922,218.8118162,4.7,750,46,1085,45,1585,685,18.6,75.7,1.6074,3,42,23,103,103
1/6/2004,01.00.00,2.152749544,830,218.8118162,2.9,644,17,1235,23,1487,524,19.6,68.4,1.5443,24,22,8,79,79
1/6/2004,02.00.00,2.152749544,805,218.8118162,2,583,18,1339,26,1494,527,18,76.4,1.5608,24,25,9,66,66
1/6/2004,03.00.00,2.152749544,760,218.8118162,1.1,505,246.8967349,1527,113.0912508,1413,452,17.3,77.2,1.5104,24,103,106,53,106
1/6/2004,04.00.00,2.152749544,783,218.8118162,1.3,529,16,1437,24,1435,466,16.5,82.3,1.5318,24,23,8,56,56
1/6/2004,05.00.00,0.1,854,218.8118162,2.4,613,39,1272,41,1515,565,16.8,81.3,1.5452,1,39,20,72,72
1/6/2004,06.00.00,0.3,985,218.8118162,6.1,816,107,987,65,1677,799,17.3,78.6,1.5412,3,63,54,117,117
1/6/2004,07.00.00,1.4,1225,218.8118162,12.5,1067,190,760,94,1922,1102,16.9,80.9,1.5472,16,94,95,,95
1/6/2004,08.00.00,2.7,1313,218.8118162,19.5,1283,236,671,100,2180,1299,17.1,79.8,1.542,31,100,104,,104
1/6/2004,09.00.00,2.3,1199,218.8118162,15.2,1156,227,758,103,1958,1272,18.5,70.3,1.4826,26,101,104,,104
1/6/2004,10.00.00,1.8,1182,218.8118162,12,1051,211,829,89,1870,1206,19.6,66.7,1.5023,20,88,102,,102
1/6/2004,11.00.00,1.6,1173,218.8118162,12.4,1063,201,814,86,1905,1218,20.4,63.1,1.4969,18,85,101,,101
1/6/2004,12.00.00,1.9,1259,218.8118162,15.9,1178,191,722,89,2060,1367,21.6,61.8,1.5775,22,88,96,,96
1/6/2004,13.00.00,2.5,1263,218.8118162,15.7,1171,192,759,88,2029,1290,24,49.3,1.4509,28,87,96,,96
1/6/2004,14.00.00,1.6,1156,218.8118162,13.5,1100,143,800,73,1884,1175,25.7,43.8,1.4262,18,71,72,,72
1/6/2004,15.00.00,1.5,1167,218.8118162,12.4,1065,148,808,78,1886,1139,24.6,47.5,1.4487,17,77,74,,77
1/6/2004,16.00.00,2.5,1278,218.8118162,17.1,1213,183,733,95,2041,1293,24.8,47.4,1.4628,28,95,92,,95
1/6/2004,17.00.00,3.6,1342,218.8118162,22,1351,216,657,109,2201,1419,23.7,50.5,1.4636,41,103,102,,103
1/6/2004,18.00.00,3.5,1353,218.8118162,19.9,1292,184,683,95,2178,1326,23,53.8,1.4968,40,95,92,,95
1/6/2004,19.00.00,4.8,1501,218.8118162,27.9,1501,248,588,101,2486,1517,21.5,65.8,1.6688,54,101,106,,106
1/6/2004,20.00.00,3.7,1355,218.8118162,19.7,1289,221,678,88,2158,1391,21,66.9,1.6436,42,87,103,,103
1/6/2004,21.00.00,2.1,1230,218.8118162,15.7,1169,159,737,77,2020,1275,20.6,68.1,1.6329,24,76,80,,80
1/6/2004,22.00.00,1.6,1148,218.8118162,12,1048,136,822,75,1883,1168,20.5,66.9,1.5914,18,73,68,,73
1/6/2004,23.00.00,2.2,1171,218.8118162,13.1,1088,168,822,81,1889,1132,20.2,65.2,1.5251,25,80,84,,84
2/6/2004,00.00.00,0.8,1021,218.8118162,9.2,949,95,927,57,1764,977,19.5,68,1.5269,9,54,48,148,148
2/6/2004,01.00.00,2.152749544,964,218.8118162,7.5,877,70,958,49,1692,942,19.9,66.4,1.5203,24,46,35,131,131
2/6/2004,02.00.00,2.152749544,887,218.8118162,4.9,758,43,1094,38,1622,804,19.1,69,1.5043,24,36,22,105,105
2/6/2004,03.00.00,2.152749544,885,218.8118162,5.2,773,246.8967349,1051,113.0912508,1641,805,18.5,70.7,1.4962,24,103,106,108,108
2/6/2004,04.00.00,2.152749544,830,218.8118162,3.2,662,30,1217,31,1556,704,18.9,67.8,1.4689,24,29,15,83,83
2/6/2004,05.00.00,2.152749544,792,218.8118162,2.4,611,22,1280,23,1529,657,20,63.7,1.4742,24,22,11,72,72
2/6/2004,06.00.00,2.152749544,813,218.8118162,2.8,639,25,1267,22,1538,655,19.8,64.7,1.4769,24,21,12,77,77
2/6/2004,07.00.00,2.152749544,890,218.8118162,3.9,703,48,1145,33,1601,751,19.7,65.3,1.4843,24,31,24,93,93
2/6/2004,08.00.00,2.152749544,984,218.8118162,6.9,854,73,964,43,1751,885,20.8,62,1.5002,24,41,36,125,125
2/6/2004,09.00.00,2.152749544,1043,218.8118162,8.5,920,95,925,53,1777,955,22.2,56.6,1.4973,24,50,48,141,141
2/6/2004,10.00.00,2.152749544,1054,218.8118162,8.9,936,86,915,54,1791,962,24.3,49,1.4724,24,51,43,145,145
2/6/2004,11.00.00,2.152749544,1063,218.8118162,8.8,930,102,925,62,1749,957,25,46.5,1.4492,24,60,51,144,144
2/6/2004,12.00.00,2.152749544,978,218.8118162,7.4,873,80,1003,53,1669,788,28.9,34.8,1.3603,24,50,40,130,130
2/6/2004,13.00.00,2.152749544,887,218.8118162,4.7,748,36,1141,34,1560,596,29.6,33.4,1.3581,24,32,18,103,103
2/6/2004,14.00.00,2.152749544,887,218.8118162,4.8,754,32,1164,30,1523,560,30.9,30.7,1.3493,24,28,16,104,104
2/6/2004,15.00.00,2.152749544,977,218.8118162,6.8,850,46,1035,37,1645,701,31.8,31,1.4286,24,35,23,124,124
2/6/2004,16.00.00,2.152749544,1043,218.8118162,8.9,934,61,929,47,1707,811,31.4,31.2,1.4127,24,44,30,145,145
2/6/2004,17.00.00,2.152749544,1010,218.8118162,8.1,902,59,966,44,1676,724,28.9,35.7,1.3985,24,42,30,137,137
2/6/2004,18.00.00,2.152749544,1094,218.8118162,10.5,996,76,876,53,1807,864,27.2,42.5,1.5135,24,50,38,,50
2/6/2004,19.00.00,2.152749544,1223,218.8118162,14.8,1142,145,778,88,1965,1084,26.2,46.4,1.5573,24,87,73,,87
2/6/2004,20.00.00,2.152749544,1109,218.8118162,11.8,1042,140,834,95,1888,998,24.5,51,1.5454,24,95,70,,95
2/6/2004,21.00.00,2.152749544,1026,218.8118162,8.7,927,102,915,82,1781,878,22.8,56.1,1.5353,24,81,51,143,143
2/6/2004,22.00.00,2.152749544,1036,218.8118162,8.7,928,89,914,59,1787,909,21.9,60.9,1.5799,24,56,44,143,143
2/6/2004,23.00.00,2.152749544,963,218.8118162,6.9,853,62,995,43,1732,789,21.7,61,1.5617,24,41,31,125,125
